timestamp,open,high,low,close,volume
2025-09-25 08:20:00+00:00,111911.99,111915.09,111879.79,111901.71,23.93543
2025-09-25 08:25:00+00:00,111901.7,112031.18,111894.95,112031.17,29.50509
2025-09-25 08:30:00+00:00,112031.17,112031.18,111925.64,111958.5,41.0047
2025-09-25 08:35:00+00:00,111958.49,111958.5,111809.91,111855.99,49.70512
2025-09-25 08:40:00+00:00,111855.99,111901.16,111751.87,111767.3,68.91503
2025-09-25 08:45:00+00:00,111767.31,111790.5,111719.8,111765.88,40.5509
2025-09-25 08:50:00+00:00,111765.89,111802.77,111702.37,111718.8,34.43752
2025-09-25 08:55:00+00:00,111718.8,111755.0,111689.38,111727.21,37.59684
2025-09-25 09:00:00+00:00,111727.2,111840.75,111722.36,111735.87,51.40334
2025-09-25 09:05:00+00:00,111735.86,111863.77,111735.86,111853.63,36.04394
2025-09-25 09:10:00+00:00,111853.64,111891.26,111853.63,111891.26,16.63991
2025-09-25 09:15:00+00:00,111891.25,111980.9,111871.08,111944.13,59.37334
2025-09-25 09:20:00+00:00,111944.13,111945.68,111900.0,111934.88,43.52113
2025-09-25 09:25:00+00:00,111934.88,112246.46,111934.88,112079.77,161.67205
2025-09-25 09:30:00+00:00,112079.76,112135.69,112009.8,112009.8,39.46575
2025-09-25 09:35:00+00:00,112009.81,112009.81,111858.59,111867.17,69.88255
2025-09-25 09:40:00+00:00,111867.17,111931.28,111832.34,111832.34,29.22984
2025-09-25 09:45:00+00:00,111832.35,111832.35,111687.22,111717.47,153.69384
2025-09-25 09:50:00+00:00,111717.47,111717.47,111646.93,111667.24,65.54194
2025-09-25 09:55:00+00:00,111667.25,111667.25,111571.57,111571.58,45.32614
2025-09-25 10:00:00+00:00,111571.58,111641.84,111525.81,111620.0,54.62187
2025-09-25 10:05:00+00:00,111620.01,111677.08,111610.02,111670.03,42.32099
2025-09-25 10:10:00+00:00,111670.02,111693.46,111633.37,111678.53,29.92065
2025-09-25 10:15:00+00:00,111678.53,111796.32,111678.53,111745.83,37.2581
2025-09-25 10:20:00+00:00,111745.83,111854.12,111728.91,111854.12,42.09977
2025-09-25 10:25:00+00:00,111854.12,111854.12,111761.55,111761.55,14.75247
2025-09-25 10:30:00+00:00,111761.55,111803.0,111743.97,111803.0,32.11099
2025-09-25 10:35:00+00:00,111803.0,111819.0,111743.97,111778.14,24.93846
2025-09-25 10:40:00+00:00,111778.14,111778.14,111600.14,111612.98,30.4276
2025-09-25 10:45:00+00:00,111612.98,111632.01,111601.72,111601.73,33.04048
2025-09-25 10:50:00+00:00,111601.72,111618.07,111583.29,111611.31,29.41483
2025-09-25 10:55:00+00:00,111611.31,111682.45,111611.3,111648.19,63.51121
2025-09-25 11:00:00+00:00,111648.19,111728.48,111648.19,111720.0,37.79062
2025-09-25 11:05:00+00:00,111720.0,111720.0,111516.76,111525.2,38.29924
2025-09-25 11:10:00+00:00,111525.21,111578.0,111464.47,111554.02,63.96315
2025-09-25 11:15:00+00:00,111554.03,111583.83,111468.67,111521.72,40.86011
2025-09-25 11:20:00+00:00,111521.71,111545.75,111420.0,111482.91,47.75508
2025-09-25 11:25:00+00:00,111482.92,111574.7,111474.38,111544.87,42.50714
2025-09-25 11:30:00+00:00,111544.87,111582.8,111459.73,111486.16,24.3762
2025-09-25 11:35:00+00:00,111486.16,111486.17,111395.39,111417.25,58.57391
2025-09-25 11:40:00+00:00,111417.24,111438.07,111376.86,111420.9,58.0376
2025-09-25 11:45:00+00:00,111420.9,111477.26,111347.0,111368.72,58.19965
2025-09-25 11:50:00+00:00,111368.71,111449.99,111339.88,111434.35,30.40525
2025-09-25 11:55:00+00:00,111434.35,111450.0,111283.63,111348.0,42.87311
2025-09-25 12:00:00+00:00,111347.99,111514.48,111314.78,111479.34,49.98658
2025-09-25 12:05:00+00:00,111479.33,111600.0,111443.9,111600.0,18.22147
2025-09-25 12:10:00+00:00,111599.99,111648.16,111559.58,111559.59,34.22604
2025-09-25 12:15:00+00:00,111559.59,111564.0,111489.56,111511.65,30.77208
2025-09-25 12:20:00+00:00,111511.66,111552.91,111414.33,111472.17,157.6601
2025-09-25 12:25:00+00:00,111472.16,111549.99,111125.76,111125.76,125.84668
2025-09-25 12:30:00+00:00,111125.76,111600.0,111020.0,111507.76,340.78371
2025-09-25 12:35:00+00:00,111507.75,111656.81,111276.49,111329.82,82.64329
2025-09-25 12:40:00+00:00,111329.82,111444.0,111323.32,111380.6,55.64132
2025-09-25 12:45:00+00:00,111380.61,111380.61,111127.83,111316.88,61.98219
2025-09-25 12:50:00+00:00,111316.88,111385.98,111227.31,111280.0,47.03996
2025-09-25 12:55:00+00:00,111280.01,111280.01,111111.0,111111.0,53.46628
2025-09-25 13:00:00+00:00,111111.01,111168.0,110861.7,110861.7,231.291
2025-09-25 13:05:00+00:00,110861.71,111144.25,110852.5,110900.01,126.2355
2025-09-25 13:10:00+00:00,110900.01,111300.02,110879.11,111275.11,241.74741
2025-09-25 13:15:00+00:00,111275.1,111595.2,111183.01,111509.21,761.61219
2025-09-25 13:20:00+00:00,111509.21,111582.18,111441.87,111545.68,51.26126
2025-09-25 13:25:00+00:00,111545.68,111688.05,111508.0,111617.01,132.60897
2025-09-25 13:30:00+00:00,111617.01,111719.05,111464.57,111560.0,116.13166
2025-09-25 13:35:00+00:00,111560.01,111596.8,111218.1,111232.52,86.28904
2025-09-25 13:40:00+00:00,111232.51,111235.29,110629.99,110720.91,212.6577
2025-09-25 13:45:00+00:00,110720.92,111090.23,110657.3,110876.98,109.70422
2025-09-25 13:50:00+00:00,110876.97,111034.69,110828.0,110969.57,97.73355
2025-09-25 13:55:00+00:00,110969.57,111000.0,110866.09,111000.0,52.89612
2025-09-25 14:00:00+00:00,111000.0,111150.12,110983.03,111084.72,62.11193
2025-09-25 14:05:00+00:00,111084.71,111228.78,111076.12,111178.98,64.09197
2025-09-25 14:10:00+00:00,111178.98,111303.99,111116.0,111293.0,53.92302
2025-09-25 14:15:00+00:00,111293.01,111700.0,111293.01,111664.98,143.43184
2025-09-25 14:20:00+00:00,111664.99,111722.81,111626.0,111715.6,95.79411
2025-09-25 14:25:00+00:00,111715.61,111715.61,111494.91,111499.52,109.83997
2025-09-25 14:30:00+00:00,111499.53,111729.52,111499.52,111720.01,61.31003
2025-09-25 14:35:00+00:00,111720.02,111720.02,111425.61,111460.0,121.47071
2025-09-25 14:40:00+00:00,111460.0,111504.06,111355.81,111489.04,46.59902
2025-09-25 14:45:00+00:00,111489.04,111593.44,111464.0,111539.6,41.64016
2025-09-25 14:50:00+00:00,111539.6,111539.6,111389.87,111431.76,31.90007
2025-09-25 14:55:00+00:00,111431.77,111600.0,111431.76,111540.0,24.62264
2025-09-25 15:00:00+00:00,111540.01,111587.75,111389.87,111462.03,46.30864
2025-09-25 15:05:00+00:00,111462.03,111521.02,111284.26,111284.26,43.79369
2025-09-25 15:10:00+00:00,111284.27,111397.37,111196.91,111317.95,53.82663
2025-09-25 15:15:00+00:00,111317.94,111340.81,111236.35,111237.64,47.8388
2025-09-25 15:20:00+00:00,111237.64,111253.4,110956.0,110956.01,68.31117
2025-09-25 15:25:00+00:00,110956.01,110976.71,110868.9,110945.67,49.3358
2025-09-25 15:30:00+00:00,110945.68,111269.53,110914.99,111228.09,75.39638
2025-09-25 15:35:00+00:00,111228.1,111277.0,111144.26,111215.0,45.0671
2025-09-25 15:40:00+00:00,111215.0,111415.13,111215.0,111309.0,58.58685
2025-09-25 15:45:00+00:00,111309.0,111440.58,111222.0,111438.99,32.89268
2025-09-25 15:50:00+00:00,111439.0,111490.6,111317.95,111397.94,40.62826
2025-09-25 15:55:00+00:00,111397.94,111580.77,111352.32,111580.77,37.59849
2025-09-25 16:00:00+00:00,111580.77,111672.58,111468.77,111497.92,83.27335
2025-09-25 16:05:00+00:00,111497.92,111637.9,111497.92,111618.03,40.3507
2025-09-25 16:10:00+00:00,111618.02,111650.0,111527.91,111527.92,27.23734
2025-09-25 16:15:00+00:00,111527.92,111531.25,111286.54,111340.76,60.9045
2025-09-25 16:20:00+00:00,111340.77,111387.3,111266.7,111336.0,23.63923
2025-09-25 16:25:00+00:00,111335.99,111336.0,111097.04,111116.0,33.86594
2025-09-25 16:30:00+00:00,111115.99,111285.06,111103.85,111170.82,28.99141
2025-09-25 16:35:00+00:00,111170.83,111187.1,111085.27,111113.8,55.06984
2025-09-25 16:40:00+00:00,111113.79,111113.8,110975.68,111096.0,55.76941
2025-09-25 16:45:00+00:00,111095.99,111151.51,110956.69,110981.94,74.62716
2025-09-25 16:50:00+00:00,110981.94,111095.7,110962.35,110962.36,43.11178
2025-09-25 16:55:00+00:00,110962.35,110978.58,110904.91,110957.29,58.26415
2025-09-25 17:00:00+00:00,110957.28,110968.4,110780.0,110839.63,70.73867
2025-09-25 17:05:00+00:00,110839.64,110839.64,110615.53,110665.66,60.81949
2025-09-25 17:10:00+00:00,110665.66,110708.17,110150.23,110160.0,306.0743
2025-09-25 17:15:00+00:00,110160.37,110460.0,110150.0,110150.01,248.054
2025-09-25 17:20:00+00:00,110150.0,110160.16,109863.75,109945.14,709.96537
2025-09-25 17:25:00+00:00,109945.15,110100.0,109920.0,109938.11,141.326
2025-09-25 17:30:00+00:00,109938.12,110000.0,109622.0,109700.0,242.30488
2025-09-25 17:35:00+00:00,109699.99,109761.03,109436.91,109582.44,241.25212
2025-09-25 17:40:00+00:00,109582.44,109631.03,109374.06,109374.07,146.78129
2025-09-25 17:45:00+00:00,109374.06,109455.05,109132.38,109145.67,177.78628
2025-09-25 17:50:00+00:00,109145.67,109377.15,109100.0,109100.02,129.87636
2025-09-25 17:55:00+00:00,109100.02,109150.02,108654.0,108833.63,424.72432
2025-09-25 18:00:00+00:00,108833.63,108881.0,108631.51,108773.49,262.69039
2025-09-25 18:05:00+00:00,108773.48,109056.09,108720.1,108957.99,184.40951
2025-09-25 18:10:00+00:00,108957.98,109255.31,108812.64,109222.13,158.56004
2025-09-25 18:15:00+00:00,109222.12,109443.52,109118.76,109410.61,129.6278
2025-09-25 18:20:00+00:00,109410.61,109645.28,109380.0,109612.01,107.94097
2025-09-25 18:25:00+00:00,109612.01,109638.25,109425.06,109442.99,59.09606
2025-09-25 18:30:00+00:00,109443.0,109489.9,109277.61,109277.62,69.99053
2025-09-25 18:35:00+00:00,109277.61,109555.06,109262.51,109430.05,64.86818
2025-09-25 18:40:00+00:00,109430.05,109637.43,109430.05,109488.01,118.3673
2025-09-25 18:45:00+00:00,109488.0,109549.26,109334.38,109549.25,74.28616
2025-09-25 18:50:00+00:00,109549.26,109680.0,109515.46,109679.99,71.16518
2025-09-25 18:55:00+00:00,109679.99,109801.78,109679.99,109760.2,126.42079
2025-09-25 19:00:00+00:00,109760.2,109887.41,109760.19,109843.93,95.26387
2025-09-25 19:05:00+00:00,109843.92,109866.65,109756.76,109805.92,51.38073
2025-09-25 19:10:00+00:00,109805.93,109805.93,109641.58,109674.2,58.82728
2025-09-25 19:15:00+00:00,109674.19,109859.0,109674.19,109858.99,49.79551
2025-09-25 19:20:00+00:00,109859.0,109973.4,109859.0,109870.0,143.33489
2025-09-25 19:25:00+00:00,109869.99,109927.95,109739.99,109819.34,428.14671
2025-09-25 19:30:00+00:00,109819.34,109894.37,109600.0,109600.01,86.85288
2025-09-25 19:35:00+00:00,109600.01,109659.4,109569.3,109606.02,74.2687
2025-09-25 19:40:00+00:00,109606.01,109606.02,109500.0,109549.37,42.67204
2025-09-25 19:45:00+00:00,109549.37,109554.61,109420.12,109463.95,44.3985
2025-09-25 19:50:00+00:00,109463.95,109482.62,109302.54,109425.0,86.24104
2025-09-25 19:55:00+00:00,109425.0,109500.0,109304.13,109360.0,56.01151
2025-09-25 20:00:00+00:00,109360.0,109482.62,109349.42,109436.3,40.89606
2025-09-25 20:05:00+00:00,109436.29,109446.49,109274.84,109286.03,35.79827
2025-09-25 20:10:00+00:00,109286.03,109310.92,109188.16,109245.15,45.67033
2025-09-25 20:15:00+00:00,109245.15,109371.45,109209.98,109352.55,31.88619
2025-09-25 20:20:00+00:00,109352.54,109432.0,109300.0,109316.03,53.21885
2025-09-25 20:25:00+00:00,109316.03,109361.73,109295.0,109357.92,20.30119
2025-09-25 20:30:00+00:00,109357.92,109372.0,109250.11,109275.28,33.98914
2025-09-25 20:35:00+00:00,109275.28,109384.05,109081.3,109118.62,60.55809
2025-09-25 20:40:00+00:00,109118.62,109245.0,109081.15,109205.32,28.89683
2025-09-25 20:45:00+00:00,109205.32,109287.98,109140.0,109140.01,24.57179
2025-09-25 20:50:00+00:00,109140.01,109178.65,109057.06,109144.81,29.06413
2025-09-25 20:55:00+00:00,109144.81,109163.44,109095.0,109163.44,19.86733
2025-09-25 21:00:00+00:00,109163.45,109274.83,109163.45,109210.42,28.0891
2025-09-25 21:05:00+00:00,109210.41,109630.19,109203.28,109630.19,38.92544
2025-09-25 21:10:00+00:00,109630.19,109666.3,109440.0,109463.21,35.16718
2025-09-25 21:15:00+00:00,109463.21,109550.43,109400.0,109478.36,31.27447
2025-09-25 21:20:00+00:00,109478.35,109589.0,109478.35,109494.05,36.3981
2025-09-25 21:25:00+00:00,109494.06,109524.0,109312.25,109318.83,21.51965
2025-09-25 21:30:00+00:00,109318.83,109318.83,109103.3,109176.06,24.59162
2025-09-25 21:35:00+00:00,109176.06,109181.73,109078.19,109090.83,36.45406
2025-09-25 21:40:00+00:00,109090.83,109166.6,109074.11,109166.6,20.37596
2025-09-25 21:45:00+00:00,109166.6,109360.91,109166.59,109360.91,20.72097
2025-09-25 21:50:00+00:00,109360.91,109388.0,109359.99,109387.99,21.07397
2025-09-25 21:55:00+00:00,109387.99,109500.0,109376.22,109420.0,33.26402
2025-09-25 22:00:00+00:00,109420.0,109524.0,109340.0,109381.05,29.17442
2025-09-25 22:05:00+00:00,109381.05,109482.62,109312.33,109482.61,31.08252
2025-09-25 22:10:00+00:00,109482.62,109535.43,109438.67,109530.19,18.4337
2025-09-25 22:15:00+00:00,109530.19,109556.87,109464.0,109464.0,19.45661
2025-09-25 22:20:00+00:00,109464.01,109558.96,109450.29,109554.99,16.8359
2025-09-25 22:25:00+00:00,109554.99,109587.99,109437.16,109480.55,30.76827
2025-09-25 22:30:00+00:00,109480.55,109482.62,109400.0,109400.01,22.96024
2025-09-25 22:35:00+00:00,109400.01,109482.61,109336.0,109336.01,21.57056
2025-09-25 22:40:00+00:00,109336.01,109438.3,109336.01,109438.29,9.78268
2025-09-25 22:45:00+00:00,109438.3,109438.3,109261.02,109325.11,38.04946
2025-09-25 22:50:00+00:00,109325.12,109348.52,109269.62,109286.24,27.49495
2025-09-25 22:55:00+00:00,109286.24,109432.84,109286.24,109419.97,14.93051
2025-09-25 23:00:00+00:00,109419.97,109685.72,109384.42,109651.81,65.15637
2025-09-25 23:05:00+00:00,109651.81,109682.67,109598.64,109682.67,44.18121
2025-09-25 23:10:00+00:00,109682.67,109682.67,109487.26,109487.26,29.17585
2025-09-25 23:15:00+00:00,109487.27,109542.83,109428.51,109428.51,15.62733
2025-09-25 23:20:00+00:00,109428.52,109473.02,109381.04,109438.12,17.7966
2025-09-25 23:25:00+00:00,109438.12,109447.35,109292.08,109447.34,174.12025
2025-09-25 23:30:00+00:00,109447.34,109447.35,109127.0,109132.99,57.65225
2025-09-25 23:35:00+00:00,109132.99,109168.61,108765.0,108976.0,329.11907
2025-09-25 23:40:00+00:00,108976.01,109095.12,108972.9,109083.17,59.60027
2025-09-25 23:45:00+00:00,109083.17,109093.54,108894.4,108962.14,106.82128
2025-09-25 23:50:00+00:00,108962.14,108987.53,108922.52,108944.01,73.19375
2025-09-25 23:55:00+00:00,108944.01,109021.06,108869.36,108994.49,73.82401
2025-09-26 00:00:00+00:00,108994.49,109230.76,108946.22,109148.72,121.57905
2025-09-26 00:05:00+00:00,109148.71,109312.47,109125.75,109221.91,129.58764
2025-09-26 00:10:00+00:00,109221.91,109360.0,109175.01,109301.01,52.27798
2025-09-26 00:15:00+00:00,109301.0,109351.62,109233.76,109260.87,48.9276
2025-09-26 00:20:00+00:00,109260.87,109393.75,109236.8,109269.84,37.64984
2025-09-26 00:25:00+00:00,109269.84,109381.05,109228.11,109300.0,27.94417
2025-09-26 00:30:00+00:00,109299.99,109300.0,109083.58,109096.31,46.2644
2025-09-26 00:35:00+00:00,109096.31,109258.41,109062.38,109141.98,49.65469
2025-09-26 00:40:00+00:00,109141.98,109163.45,108809.24,108809.25,81.80085
2025-09-26 00:45:00+00:00,108809.25,109006.17,108809.25,108982.77,47.7632
2025-09-26 00:50:00+00:00,108982.77,109482.62,108982.77,109482.61,138.36075
2025-09-26 00:55:00+00:00,109482.61,109614.67,109442.71,109472.13,86.94407
2025-09-26 01:00:00+00:00,109472.12,109610.36,109409.43,109457.9,41.31587
2025-09-26 01:05:00+00:00,109457.91,109556.0,109326.15,109361.37,65.75035
2025-09-26 01:10:00+00:00,109361.37,109640.12,109313.17,109639.13,61.58643
2025-09-26 01:15:00+00:00,109639.13,109760.09,109639.13,109730.15,40.53874
2025-09-26 01:20:00+00:00,109730.14,109730.15,109605.49,109638.79,34.96591
2025-09-26 01:25:00+00:00,109638.79,109652.74,109560.0,109560.01,31.32453
2025-09-26 01:30:00+00:00,109560.0,109686.14,109560.0,109602.58,21.7302
2025-09-26 01:35:00+00:00,109602.57,109695.39,109550.44,109579.19,29.89238
2025-09-26 01:40:00+00:00,109579.19,109650.0,109569.14,109649.99,22.67522
2025-09-26 01:45:00+00:00,109650.0,109762.59,109628.66,109647.66,35.08859
2025-09-26 01:50:00+00:00,109647.65,109695.39,109632.0,109653.17,21.42291
2025-09-26 01:55:00+00:00,109653.17,109699.71,109593.48,109680.4,45.86465
2025-09-26 02:00:00+00:00,109680.39,109796.58,109661.54,109796.58,32.39163
2025-09-26 02:05:00+00:00,109796.58,109798.84,109645.17,109676.01,23.58438
2025-09-26 02:10:00+00:00,109676.02,109691.59,109583.51,109658.14,27.43317
2025-09-26 02:15:00+00:00,109658.15,109796.81,109625.27,109708.69,88.49668
2025-09-26 02:20:00+00:00,109708.68,109767.49,109593.48,109593.48,63.81714
2025-09-26 02:25:00+00:00,109593.49,109593.49,109566.32,109568.35,31.54302
2025-09-26 02:30:00+00:00,109568.35,109647.89,109487.26,109613.67,39.16704
2025-09-26 02:35:00+00:00,109613.68,109661.85,109600.0,109600.01,44.09111
2025-09-26 02:40:00+00:00,109600.01,109620.0,109555.54,109620.0,21.20598
2025-09-26 02:45:00+00:00,109620.0,109737.49,109612.28,109722.9,43.96039
2025-09-26 02:50:00+00:00,109722.9,109750.0,109580.04,109607.88,56.45023
2025-09-26 02:55:00+00:00,109607.87,109629.06,109584.77,109621.7,25.15474
2025-09-26 03:00:00+00:00,109621.7,109633.65,109487.26,109551.68,35.15334
2025-09-26 03:05:00+00:00,109551.69,109555.8,109376.22,109409.6,47.33118
2025-09-26 03:10:00+00:00,109409.6,109547.9,109409.59,109528.97,23.51661
2025-09-26 03:15:00+00:00,109528.97,109626.29,109412.7,109466.63,52.07438
2025-09-26 03:20:00+00:00,109466.63,109516.0,109405.59,109405.6,51.37142
2025-09-26 03:25:00+00:00,109405.59,109456.62,109344.0,109344.01,43.59358
2025-09-26 03:30:00+00:00,109344.01,109360.02,109323.73,109339.99,19.39321
2025-09-26 03:35:00+00:00,109340.0,109367.17,109293.25,109352.04,34.38189
2025-09-26 03:40:00+00:00,109352.04,109416.73,109351.75,109416.72,28.39152
2025-09-26 03:45:00+00:00,109416.73,109438.37,109323.05,109356.59,34.84199
2025-09-26 03:50:00+00:00,109356.58,109635.8,109356.58,109589.0,90.09853
2025-09-26 03:55:00+00:00,109589.0,109617.37,109580.0,109580.01,44.84256
2025-09-26 04:00:00+00:00,109580.0,109608.67,109540.0,109546.28,36.24623
2025-09-26 04:05:00+00:00,109546.28,109563.96,109449.43,109519.87,33.04312
2025-09-26 04:10:00+00:00,109519.87,109558.41,109500.0,109500.0,14.7958
2025-09-26 04:15:00+00:00,109500.01,109515.26,109424.17,109515.26,26.42857
2025-09-26 04:20:00+00:00,109515.26,109625.94,109515.26,109551.7,34.63754
2025-09-26 04:25:00+00:00,109551.69,109551.69,109408.93,109409.12,33.64399
2025-09-26 04:30:00+00:00,109409.13,109409.13,109302.6,109302.61,19.96742
2025-09-26 04:35:00+00:00,109302.61,109302.61,109253.3,109264.54,44.49344
2025-09-26 04:40:00+00:00,109264.53,109274.83,109250.87,109258.5,21.94421
2025-09-26 04:45:00+00:00,109258.5,109283.71,109250.87,109283.71,15.23386
2025-09-26 04:50:00+00:00,109283.7,109376.23,109283.7,109349.78,23.74332
2025-09-26 04:55:00+00:00,109349.78,109368.49,109323.38,109338.01,11.16706
2025-09-26 05:00:00+00:00,109338.02,109420.5,109318.38,109420.49,16.63236
2025-09-26 05:05:00+00:00,109420.49,109466.27,109406.42,109421.36,29.49358
2025-09-26 05:10:00+00:00,109421.36,109421.36,109355.41,109379.54,24.19266
2025-09-26 05:15:00+00:00,109379.54,109557.95,109379.54,109551.5,23.42668
2025-09-26 05:20:00+00:00,109551.5,109579.99,109531.07,109577.87,24.38718
2025-09-26 05:25:00+00:00,109577.87,109577.87,109513.63,109560.0,18.78371
2025-09-26 05:30:00+00:00,109560.0,109560.0,109453.1,109453.1,11.45573
2025-09-26 05:35:00+00:00,109453.11,109453.11,109319.55,109335.5,24.63259
2025-09-26 05:40:00+00:00,109335.49,109364.0,109335.49,109360.52,13.99942
2025-09-26 05:45:00+00:00,109360.52,109400.0,109106.22,109122.23,74.36721
2025-09-26 05:50:00+00:00,109122.22,109189.0,109085.78,109189.0,59.40071
2025-09-26 05:55:00+00:00,109189.0,109299.48,109189.0,109252.79,50.98649
2025-09-26 06:00:00+00:00,109252.79,109318.94,109221.53,109232.05,47.96542
2025-09-26 06:05:00+00:00,109232.04,109269.84,109168.6,109168.6,26.33697
2025-09-26 06:10:00+00:00,109168.6,109300.0,109016.0,109276.61,112.24801
2025-09-26 06:15:00+00:00,109276.61,109565.6,109253.43,109495.54,92.09365
2025-09-26 06:20:00+00:00,109495.54,109624.16,109475.31,109522.57,74.21578
2025-09-26 06:25:00+00:00,109522.56,109577.08,109459.72,109482.62,23.90855
2025-09-26 06:30:00+00:00,109482.62,109486.17,109420.0,109427.97,23.3104
2025-09-26 06:35:00+00:00,109427.98,109577.07,109427.98,109520.0,26.26036
2025-09-26 06:40:00+00:00,109520.01,109607.57,109463.55,109560.02,32.18701
2025-09-26 06:45:00+00:00,109560.02,109560.02,109412.84,109456.0,68.87768
2025-09-26 06:50:00+00:00,109456.0,109529.98,109348.0,109363.99,43.09288
2025-09-26 06:55:00+00:00,109364.0,109397.49,109309.14,109360.0,21.84434
2025-09-26 07:00:00+00:00,109360.0,109451.16,109359.99,109435.99,66.37871
2025-09-26 07:05:00+00:00,109435.99,109533.21,109385.56,109457.11,63.65643
2025-09-26 07:10:00+00:00,109457.11,109564.75,109441.32,109561.05,40.42093
2025-09-26 07:15:00+00:00,109561.05,109593.49,109500.68,109537.99,36.2222
2025-09-26 07:20:00+00:00,109537.99,109561.47,109512.21,109561.47,40.75584
2025-09-26 07:25:00+00:00,109561.47,109585.94,109300.0,109300.0,97.41609
2025-09-26 07:30:00+00:00,109300.0,109300.0,108943.92,108990.62,234.98925
2025-09-26 07:35:00+00:00,108990.62,109084.59,108960.69,109042.92,274.96367
2025-09-26 07:40:00+00:00,109042.92,109069.95,108913.0,108944.98,261.12167
2025-09-26 07:45:00+00:00,108944.99,109065.1,108944.98,109024.86,227.65549
2025-09-26 07:50:00+00:00,109024.85,109099.18,109024.85,109092.0,233.8405
2025-09-26 07:55:00+00:00,109092.0,109347.59,109035.22,109320.02,199.03333
2025-09-26 08:00:00+00:00,109320.02,109408.29,109304.72,109370.81,62.0136
2025-09-26 08:05:00+00:00,109370.82,109484.0,109370.81,109474.69,55.52927
2025-09-26 08:10:00+00:00,109474.69,109500.0,109426.96,109438.26,56.64646
2025-09-26 08:15:00+00:00,109438.26,109528.01,109426.97,109500.7,39.68963
2025-09-26 08:20:00+00:00,109500.7,109521.8,109434.13,109434.14,38.70417
2025-09-26 08:25:00+00:00,109434.14,109528.75,109366.23,109515.77,65.09459
2025-09-26 08:30:00+00:00,109515.76,109570.0,109459.88,109481.32,57.54868
2025-09-26 08:35:00+00:00,109481.31,109556.35,109481.31,109552.41,48.04963
2025-09-26 08:40:00+00:00,109552.4,109600.0,109514.32,109599.99,64.30933
2025-09-26 08:45:00+00:00,109600.0,109600.0,109557.27,109557.27,39.926
2025-09-26 08:50:00+00:00,109557.27,109607.5,109542.73,109607.49,30.04229
