episode,reward,avg_q_value
1,-85.04329021213873,-0.014780617768682678
2,17.162926795688943,0.009240247812473729
3,2.733237371143022,0.005303785995517367
4,-9.143405645489068,0.007788398934197367
5,17.707813027488562,0.01901390624863272
6,15.592199768449387,0.018658483432308956
7,21.2143711104141,0.016660630761995823
8,2.7027753406396577,0.007479029282005912
9,57.27405700421431,0.09307647601349023
10,-1.7433994782077156,0.054677090269317295
11,8.37091138005407,0.038195761833864854
12,-27.519193337707136,0.024288485371309204
13,-2.9938723604366704,0.024477094356141853
14,2.9135281631419723,0.02714712123219977
15,-55.0410613901776,0.0029539859021870027
16,-108.42123632766618,0.034903211047100806
17,-4.253611750558373,0.01415836105775911
18,-7.793221780868186,0.015018270916122923
19,37.28841991367735,0.07950019226721318
20,-3.022206071160842,0.011475748708377953
21,-0.06055860463530357,-0.01912060660498275
22,2.9819397541988946,-0.015165939091031292
23,2.1188651202177025,-0.022443608038670997
24,-26.666722344924146,-0.05087193192970461
25,-3.1400181091144175,-0.02565492516435612
26,-130.92915260354204,-0.10192967595466663
27,-49.76256950914934,-0.05220266609035338
28,-17.801542314817247,-0.043501722988967505
29,-12.13805863702379,-0.02485793362747606
30,-128.6517380138202,-0.10571164421517931
31,22.10202400457769,0.00030203649333931243
32,-2264.8462643923544,0.038385809838948313
33,47.99434146505702,0.07891779459926622
34,22.883618545589613,0.05660774131773486
35,-12.300006415869163,0.0418032309766048
36,248.66166033847804,0.17737937459764755
37,-10.080296413310867,0.03968733157455128
38,11.265877080734498,0.02461972396589615
39,960.2390530040818,1.0453226010936858
40,33.23342950396964,0.21824471696025938
41,-34.279977709706955,0.060762922301914886
42,-21.512532707016742,0.020584421937129064
43,-44.56628917458992,0.016457490951343922
44,12.075255561233664,0.022586952936481306
45,10.07463393978752,0.016294854605368135
46,-11.523527659168499,0.01418978127581605
47,-156.8245321940747,0.025675622854459002
48,21.23531647759525,0.02262940490914718
49,37.36227784275238,0.029469463364852122
50,503.768760919771,0.38307177725050284
